-1.00,-1.00,-1.00,-1.00,0.78,0.78,0
-1.00,-1.00,-1.00,-1.00,0.99,0.99,0
-3.78,3.91,-0.02,-0.05,1.18,1.18,0
-4.86,3.24,-0.05,-0.07,1.39,1.39,0
-4.81,2.47,-0.02,-0.08,1.58,1.58,0
-4.29,2.14,-0.05,-0.04,1.79,1.79,0
-3.70,1.82,-0.05,-0.05,2.00,2.00,0
-3.53,2.23,-0.03,-0.05,2.19,2.19,0
-4.00,3.06,-0.05,-0.05,2.40,2.40,0
-4.60,3.46,-0.05,-0.07,2.61,2.61,0
-4.53,2.76,-0.02,-0.08,2.80,2.80,0
-3.91,2.70,-0.05,-0.06,3.01,3.01,0
-3.36,3.24,-0.06,-0.09,3.20,3.20,0
-2.73,3.50,-0.08,-0.06,3.41,3.41,0
-3.13,4.61,-0.09,-0.05,3.62,3.62,0
-4.73,4.45,-0.09,-0.10,3.81,3.81,0
-1.87,4.24,-0.05,-0.01,4.02,4.02,0
1.05,4.03,-0.06,0.05,4.21,4.21,0
0.79,2.63,-0.03,0.01,4.42,4.42,0
-1.08,2.73,-0.05,-0.03,4.62,4.62,0
-1.54,2.36,-0.03,-0.02,4.82,4.82,0
-1.13,2.84,-0.05,0.01,5.03,5.03,0
-1.37,2.49,-0.03,-0.01,5.23,5.23,0
-1.31,2.70,-0.04,-0.01,5.43,5.43,0
-1.26,2.58,-0.03,-0.02,5.63,5.63,0
-1.59,2.08,-0.02,-0.03,5.84,5.84,0
-2.58,2.35,-0.04,-0.03,0.15,6.03,0
-2.79,2.76,-0.06,-0.04,0.35,6.24,0
-3.25,2.99,-0.06,-0.06,0.56,6.45,0
-3.99,3.18,-0.06,-0.09,0.75,6.64,0
-2.64,2.79,-0.04,-0.02,0.96,6.85,0
-1.97,3.35,-0.08,-0.04,1.15,7.04,0
-3.20,4.38,-0.05,-0.08,1.36,7.25,0
-3.62,4.32,-0.08,-0.07,1.57,7.46,0
-3.62,5.33,-0.06,-0.06,1.76,7.65,0
-3.26,5.43,-0.08,-0.06,1.97,7.86,0
-3.02,6.29,-0.11,-0.05,2.16,8.05,0
-3.70,6.28,-0.09,-0.05,2.37,8.26,0
-3.46,6.77,-0.12,-0.03,2.58,8.47,0
-3.27,6.96,-0.13,-0.05,2.77,8.66,0
-3.37,7.15,-0.11,-0.04,2.98,8.87,0
-3.64,7.14,-0.11,-0.05,3.19,9.08,0
-3.84,6.89,-0.11,-0.06,3.38,9.27,0
-3.86,6.58,-0.09,-0.06,0.14,9.48,0
-4.14,7.05,-0.08,-0.06,0.33,9.67,0
-4.14,7.51,-0.10,-0.06,0.54,9.88,0
-4.23,7.65,-0.10,-0.05,0.75,10.08,0
-4.09,6.93,-0.10,-0.06,0.94,10.28,0
-4.61,7.51,-0.12,-0.07,1.15,10.48,0
-4.33,7.32,-0.14,-0.08,1.36,10.69,0
-3.85,7.20,-0.11,-0.06,1.55,10.89,0
-3.39,6.98,-0.12,-0.06,1.76,11.09,0
-4.50,8.55,-0.18,-0.11,1.95,11.29,0
-4.70,8.88,-0.14,-0.06,2.16,11.49,0
-4.77,8.03,-0.12,-0.09,2.37,11.70,0
-4.62,7.23,-0.11,-0.07,2.56,11.89,0
-4.23,7.41,-0.11,-0.04,2.77,12.10,0
-4.84,7.55,-0.12,-0.07,2.98,12.31,0
-4.60,7.78,-0.15,-0.08,3.17,12.50,0
-4.56,8.40,-0.14,-0.07,3.38,12.71,0
-4.80,8.15,-0.12,-0.09,3.57,12.90,0
-4.36,8.10,-0.12,-0.07,3.78,13.11,0
-4.77,7.90,-0.12,-0.07,3.98,13.32,0
-4.47,8.05,-0.13,-0.07,4.18,13.51,0
-4.55,7.73,-0.11,-0.05,4.38,13.72,0
-4.78,7.33,-0.12,-0.07,4.59,13.93,1
-4.53,6.74,-0.12,-0.07,4.78,14.12,1
-4.62,7.18,-0.11,-0.07,4.99,14.33,1
-4.88,6.74,-0.10,-0.06,5.19,14.52,1
-5.52,6.34,-0.09,-0.08,5.39,14.73,1
-5.49,5.15,-0.08,-0.08,5.60,14.94,1
-6.19,4.89,-0.08,-0.10,5.79,15.13,1
-5.63,4.20,-0.06,-0.09,6.00,15.34,1
-5.06,4.21,-0.08,-0.10,6.21,15.54,1
-4.87,3.47,-0.05,-0.08,6.40,15.74,1
-5.44,3.62,-0.05,-0.08,6.61,15.94,1
-5.67,3.52,-0.06,-0.10,6.82,16.15,1
-6.15,3.71,-0.03,-0.09,7.01,16.34,1
-6.37,4.52,-0.06,-0.11,7.22,16.55,1
-6.24,4.97,-0.08,-0.10,7.41,16.74,1
-6.20,5.07,-0.08,-0.10,7.62,16.95,1
-5.93,5.74,-0.09,-0.09,7.83,17.16,1
-5.50,6.04,-0.10,-0.11,8.02,17.35,1
-5.40,5.56,-0.08,-0.08,8.23,17.56,2
-5.66,5.63,-0.10,-0.06,8.44,17.77,2
-6.13,6.13,-0.10,-0.09,8.63,17.96,2
-6.11,6.98,-0.11,-0.10,8.84,18.17,2
-6.02,7.51,-0.11,-0.09,9.03,18.36,2
-5.85,7.29,-0.10,-0.09,9.24,18.57,2
-6.36,7.09,-0.13,-0.09,9.44,18.78,2
-5.91,7.18,-0.09,-0.10,9.64,18.97,2
-5.62,7.70,-0.14,-0.08,9.84,19.18,2
-5.21,7.34,-0.13,-0.07,10.05,19.39,2
-5.52,7.22,-0.12,-0.09,10.24,19.58,2
-5.50,7.59,-0.11,-0.08,10.45,19.79,2
-5.11,7.65,-0.12,-0.07,0.05,19.98,2
