-3.94,0.59,-0.01,-0.05,0.78,0.78,0
-1.00,-1.00,-1.00,-1.00,1.17,1.17,0
-3.19,5.97,-0.08,-0.05,1.25,1.25,0
-3.86,4.02,-0.04,-0.06,1.39,1.39,0
-3.59,1.77,-0.03,-0.06,1.58,1.58,0
-4.37,4.94,-0.07,-0.07,1.79,1.79,0
-4.05,2.34,-0.03,-0.06,2.00,2.00,0
-4.52,0.78,-0.00,-0.08,2.19,2.19,0
-4.27,-4.71,0.04,-0.06,2.40,2.40,0
-4.67,-12.36,0.04,-0.09,2.61,2.61,0
-6.58,-14.13,0.25,-0.10,2.80,2.80,0
-8.23,-16.10,0.28,-0.17,3.01,3.01,0
-8.64,-18.21,0.32,-0.12,3.22,3.22,0
-8.01,-21.56,0.33,-0.14,3.41,3.41,0
-7.37,-22.95,0.35,-0.11,3.62,3.62,0
-6.80,-24.13,0.42,-0.12,3.81,3.81,0
-6.51,-24.02,0.38,-0.11,4.02,4.02,0
-6.12,-23.67,0.41,-0.08,4.22,4.22,0
-6.16,-25.00,0.38,-0.10,4.42,4.42,0
-5.38,-20.41,0.32,-0.10,4.62,4.62,0
-4.76,-15.13,0.27,-0.08,4.83,4.83,0
-2.56,-10.73,0.16,-0.02,5.03,5.03,0
-2.83,-6.15,0.10,-0.03,5.23,5.23,0
-2.80,-5.56,0.10,-0.06,5.43,5.43,0
-3.50,-5.30,0.08,-0.07,5.63,5.63,0
-3.44,-5.77,0.09,-0.04,5.84,5.84,0
-2.64,-6.10,0.10,-0.03,6.03,6.03,0
-2.62,-7.08,0.12,-0.03,6.24,6.24,0
-2.85,-7.46,0.12,-0.05,6.45,6.45,0
-2.92,-7.82,0.14,-0.04,6.64,6.64,0
-2.87,-8.29,0.13,-0.05,6.85,6.85,0
-1.79,-8.43,0.13,-0.00,7.04,7.04,1
-1.28,-8.22,0.14,-0.03,7.25,7.25,1
-3.41,-8.80,0.14,-0.08,7.46,7.46,1
-4.64,-9.14,0.16,-0.09,7.65,7.65,1
-5.78,-10.02,0.16,-0.09,7.86,7.86,1
-1.83,-11.36,0.18,0.04,8.07,8.07,1
-1.28,-9.71,0.06,-0.06,8.26,8.26,1
1.65,-7.75,0.09,-0.18,8.47,8.47,1
-1.08,-7.73,0.09,-0.03,8.66,8.66,1
-2.93,-6.50,0.11,-0.06,8.87,8.87,1
-3.22,-6.31,0.10,-0.03,9.08,9.08,1
-3.20,-6.87,0.11,-0.07,9.27,9.27,1
-3.68,-6.52,0.10,-0.07,9.48,9.48,1
-3.39,-5.45,0.09,-0.04,9.68,9.68,1
-2.72,-4.40,0.08,-0.04,9.88,9.88,1
-3.03,-5.14,0.09,-0.06,10.08,10.08,1
-3.45,-4.62,0.07,-0.05,10.28,10.28,1
-3.20,-4.34,0.08,-0.05,10.48,10.48,2
-3.30,-4.19,0.07,-0.06,10.69,10.69,2
-3.85,-4.35,0.09,-0.05,10.89,10.89,2
-3.66,-4.41,0.07,-0.04,11.09,11.09,2
-3.30,-4.77,0.07,-0.05,11.30,11.30,2
-3.29,-4.56,0.08,-0.04,11.49,11.49,2
-3.21,-5.56,0.10,-0.05,11.70,11.70,2
-3.60,-5.70,0.09,-0.06,11.89,11.89,2
-3.50,-5.32,0.10,-0.02,12.10,12.10,2
-3.65,-5.88,0.09,-0.06,12.31,12.31,2
-3.72,-5.25,0.09,-0.06,12.50,12.50,2
-3.20,-5.41,0.09,-0.05,12.71,12.71,2
-3.49,-5.17,0.10,-0.05,12.92,12.92,2
-4.04,-4.55,0.08,-0.07,13.11,13.11,2
-4.05,-3.97,0.06,-0.06,13.32,13.32,2
-4.06,-3.47,0.06,-0.04,13.51,13.51,2
-4.15,-3.34,0.06,-0.06,13.72,13.72,2
-4.15,-3.00,0.05,-0.07,13.93,13.93,3
-4.28,-2.98,0.05,-0.06,14.12,14.12,3
-4.31,-2.80,0.05,-0.06,14.33,14.33,3
-4.58,-3.05,0.06,-0.07,14.52,14.52,3
-4.44,-3.35,0.06,-0.06,14.73,14.73,3
-4.30,-3.49,0.06,-0.07,14.94,14.94,3
-4.19,-3.08,0.05,-0.07,15.13,15.13,3
-4.04,-2.66,0.04,-0.08,15.34,15.34,3
-4.35,-2.56,0.04,-0.07,15.54,15.54,3
-4.46,-3.13,0.06,-0.08,15.74,15.74,3
-4.34,-2.83,0.04,-0.06,15.94,15.94,3
-4.37,-2.73,0.05,-0.07,16.15,16.15,3
-4.54,-2.86,0.05,-0.08,16.34,16.34,3
-4.62,-2.85,0.05,-0.08,16.55,16.55,3
-4.98,-2.64,0.04,-0.08,16.75,16.75,3
-5.28,-2.39,0.04,-0.08,16.95,16.95,3
-4.99,-2.20,0.04,-0.08,17.16,17.16,3
-4.98,-0.96,0.01,-0.08,17.35,17.35,3
-4.77,1.85,-0.04,-0.09,17.56,17.56,4
-4.01,4.22,-0.06,-0.07,17.77,17.77,4
-4.45,6.90,-0.11,-0.07,17.96,17.96,4
-4.96,6.87,-0.13,-0.09,18.17,18.17,4
-4.95,7.87,-0.14,-0.07,18.36,18.36,4
-4.75,8.16,-0.13,-0.06,18.57,18.57,4
-4.69,8.44,-0.13,-0.06,18.78,18.78,4
-4.73,8.41,-0.12,-0.08,18.97,18.97,4
-4.82,8.23,-0.14,-0.08,19.18,19.18,4
-4.66,8.32,-0.14,-0.07,19.39,19.39,4
-4.50,8.43,-0.10,-0.10,19.58,19.58,4
-4.11,8.91,-0.14,-0.07,19.79,19.79,4
-3.98,7.68,-0.11,-0.06,19.98,19.98,4
-4.13,7.68,-0.11,-0.06,20.19,20.19,4
-4.10,7.74,-0.13,-0.06,20.40,20.40,4
-3.82,7.73,-0.14,-0.05,20.59,20.59,4
-3.93,7.61,-0.12,-0.06,20.80,20.80,4
-4.47,7.96,-0.13,-0.07,20.99,20.99,5
-3.87,7.38,-0.10,-0.08,21.20,21.20,5
